Transaction_ID,Policy_ID,Program_ID,Treaty_ID,Transaction_Type,Transaction_Date,Premium_Amount
TXN015549,POL03599,PRG018,TRT008,New Business,2026-08-16,445411.99
TXN015550,POL03330,PRG007,TRT054,Adjustment,2026-08-02,213364.54
TXN015551,POL06755,PRG020,TRT083,Renewal,2026-04-21,357746.22
TXN015552,POL08709,PRG008,TRT021,Renewal,2026-05-27,328111.9
TXN015553,POL03653,PRG022,TRT022,Renewal,2026-05-05,476029.79
TXN015554,POL08961,PRG011,TRT057,Adjustment,2026-05-21,45002.36
TXN015555,POL00802,PRG013,TRT032,New Business,2026-07-04,262332.98
TXN015556,POL00032,PRG001,TRT001,New Business,2026-02-14,97762.29
TXN015557,POL09704,PRG012,TRT067,New Business,2026-08-14,491128.84
TXN015558,POL09738,PRG025,TRT026,New Business,2026-01-18,229877.79
TXN015559,POL09744,PRG023,TRT002,New Business,2026-06-27,58165.92
TXN015560,POL07028,PRG020,TRT022,Adjustment,2026-04-26,68593.36
TXN015561,POL04000,PRG023,TRT064,New Business,2026-08-22,285261.16
TXN015562,POL03391,PRG020,TRT061,Renewal,2026-07-18,126983.91
TXN015563,POL05338,PRG001,TRT001,Adjustment,2026-06-28,260650.32
TXN015564,POL02432,PRG005,TRT017,Adjustment,2026-04-20,129698.6
TXN015565,POL01441,PRG004,TRT064,Adjustment,2026-05-01,160872.11
TXN015566,POL05725,PRG010,TRT013,New Business,2026-04-12,134610.57
TXN015567,POL08945,PRG011,TRT031,Adjustment,2026-03-29,387348.91
TXN015568,POL08626,PRG011,TRT033,Renewal,2026-03-19,484591.24
TXN015569,POL00108,PRG001,TRT043,Renewal,2026-01-08,465749.76
TXN015570,POL03982,PRG007,TRT009,Adjustment,2026-06-29,329929.27
TXN015571,POL09903,PRG012,TRT047,New Business,2026-07-10,383983.18
TXN015572,POL09627,PRG012,TRT079,New Business,2026-03-02,200287.24
TXN015573,POL01291,PRG008,TRT053,Renewal,2026-08-03,359699.44
TXN015574,POL02784,PRG011,TRT004,Renewal,2026-08-05,27047.39
TXN015575,POL09469,PRG008,TRT080,Renewal,2026-02-23,295887.65
TXN015576,POL08377,PRG011,TRT062,Renewal,2026-08-23,461246.15
TXN015577,POL05734,PRG014,TRT034,Adjustment,2026-05-11,279146.6
TXN015578,POL03389,PRG004,TRT003,Renewal,2026-03-05,23436.69
TXN015579,POL07244,PRG001,TRT052,New Business,2026-01-30,452638.03
TXN015580,POL00812,PRG009,TRT008,Adjustment,2026-02-28,26440.07
TXN015581,POL09397,PRG004,TRT043,Renewal,2026-04-07,449527.53
TXN015582,POL06202,PRG019,TRT041,Renewal,2026-01-04,97116.85
TXN015583,POL01512,PRG001,TRT010,New Business,2026-03-18,176484.14
TXN015584,POL02136,PRG022,TRT061,New Business,2026-01-20,188758.86
TXN015585,POL03009,PRG024,TRT018,Renewal,2026-01-07,140280.94
TXN015586,POL06119,PRG006,TRT100,New Business,2026-08-16,277718.15
TXN015587,POL06770,PRG016,TRT012,Adjustment,2026-02-25,257522.14
TXN015588,POL05434,PRG023,TRT018,Renewal,2026-02-15,460454.98
TXN015589,POL08582,PRG008,TRT075,Renewal,2026-08-06,138090.15
TXN015590,POL05344,PRG014,TRT066,Adjustment,2026-01-14,130191.0
TXN015591,POL00338,PRG016,TRT049,New Business,2026-02-24,219053.16
TXN015592,POL08219,PRG014,TRT086,Renewal,2026-02-26,143731.9
TXN015593,POL07132,PRG012,TRT003,New Business,2026-07-18,141562.32
TXN015594,POL06194,PRG023,TRT031,New Business,2026-07-17,167264.88
TXN015595,POL02295,PRG002,TRT024,Renewal,2026-02-06,271020.79
TXN015596,POL08576,PRG013,TRT076,New Business,2026-05-20,250174.63
TXN015597,POL04312,PRG014,TRT057,New Business,2026-06-20,35896.36
TXN015598,POL08536,PRG025,TRT039,Renewal,2026-05-03,215300.94
TXN015599,POL00813,PRG025,TRT091,Renewal,2026-06-22,240421.85
TXN015600,POL01401,PRG009,TRT011,Adjustment,2026-01-24,473870.44
TXN015601,POL05359,PRG019,TRT089,Renewal,2026-02-15,128048.06
TXN015602,POL08444,PRG024,TRT042,New Business,2026-08-20,438729.99
TXN015603,POL02061,PRG024,TRT076,Adjustment,2026-07-03,397998.98
TXN015604,POL01514,PRG011,TRT083,New Business,2026-03-14,37763.0
TXN015605,POL08238,PRG022,TRT073,Renewal,2026-01-14,448675.15
TXN015606,POL06033,PRG008,TRT014,Adjustment,2026-06-16,94553.16
TXN015607,POL04005,PRG014,TRT084,Adjustment,2026-08-04,25621.34
TXN015608,POL04455,PRG025,TRT037,Renewal,2026-04-08,178004.0
TXN015609,POL09778,PRG011,TRT012,Adjustment,2026-07-07,353206.06
TXN015610,POL04755,PRG009,TRT065,New Business,2026-02-01,234426.2
TXN015611,POL09553,PRG002,TRT060,New Business,2026-07-26,412258.88
TXN015612,POL06185,PRG002,TRT022,New Business,2026-07-10,270367.39
TXN015613,POL09604,PRG004,TRT016,New Business,2026-08-16,172293.47
TXN015614,POL09202,PRG005,TRT003,Renewal,2026-04-10,131148.91
TXN015615,POL01532,PRG002,TRT026,Renewal,2026-08-20,271222.02
TXN015616,POL01886,PRG010,TRT043,Adjustment,2026-02-03,155469.16
TXN015617,POL01452,PRG015,TRT047,Adjustment,2026-02-19,131164.17
TXN015618,POL05608,PRG012,TRT031,Adjustment,2026-07-19,427520.2
TXN015619,POL04172,PRG013,TRT092,Adjustment,2026-01-18,499618.1
TXN015620,POL06842,PRG012,TRT029,New Business,2026-05-21,188033.4
TXN015621,POL03870,PRG004,TRT024,New Business,2026-02-14,223689.07
TXN015622,POL08359,PRG014,TRT041,New Business,2026-08-28,27348.56
TXN015623,POL00714,PRG009,TRT060,Adjustment,2026-06-13,193954.53
TXN015624,POL09625,PRG017,TRT036,Renewal,2026-05-21,403057.52
TXN015625,POL09709,PRG019,TRT006,Adjustment,2026-07-31,176785.66
TXN015626,POL03690,PRG025,TRT078,Renewal,2026-07-11,218466.25
TXN015627,POL08221,PRG009,TRT049,New Business,2026-06-27,51644.74
TXN015628,POL01651,PRG005,TRT089,New Business,2026-03-16,254122.95
TXN015629,POL05243,PRG013,TRT055,Adjustment,2026-04-27,132311.81
TXN015630,POL09157,PRG024,TRT056,Renewal,2026-03-05,97870.39
TXN015631,POL01583,PRG008,TRT040,New Business,2026-03-03,354760.18
TXN015632,POL05486,PRG003,TRT079,Adjustment,2026-01-04,485213.58
TXN015633,POL02177,PRG005,TRT084,Renewal,2026-06-16,17864.94
TXN015634,POL08952,PRG014,TRT027,New Business,2026-02-11,149546.12
TXN015635,POL01848,PRG025,TRT018,Adjustment,2026-04-03,251289.88
TXN015636,POL04030,PRG005,TRT098,Adjustment,2026-02-26,402288.49
TXN015637,POL09964,PRG019,TRT036,New Business,2026-04-18,343166.19
TXN015638,POL00502,PRG025,TRT048,Renewal,2026-05-17,498224.64
TXN015639,POL04198,PRG009,TRT001,Adjustment,2026-01-03,35053.73
TXN015640,POL02899,PRG019,TRT023,New Business,2026-03-29,35461.45
TXN015641,POL03731,PRG011,TRT032,Renewal,2026-04-18,339919.54
TXN015642,POL04589,PRG007,TRT056,New Business,2026-01-09,35163.47
TXN015643,POL01574,PRG025,TRT093,Adjustment,2026-08-02,284463.44
TXN015644,POL06982,PRG024,TRT040,New Business,2026-07-27,398392.48
TXN015645,POL04189,PRG018,TRT059,New Business,2026-06-17,137891.88
TXN015646,POL08889,PRG014,TRT089,New Business,2026-05-13,266612.54
TXN015647,POL05373,PRG015,TRT010,New Business,2026-07-11,194274.02
TXN015648,POL05607,PRG004,TRT085,Renewal,2026-07-27,311721.77
TXN015649,POL02240,PRG013,TRT008,Renewal,2026-06-07,482088.46
TXN015650,POL02970,PRG012,TRT053,Adjustment,2026-01-07,352008.99
TXN015651,POL04877,PRG001,TRT096,New Business,2026-08-25,343432.48
TXN015652,POL07855,PRG007,TRT074,New Business,2026-06-24,333725.98
TXN015653,POL03598,PRG018,TRT056,Renewal,2026-08-19,305572.26
TXN015654,POL08642,PRG021,TRT026,Renewal,2026-06-22,285611.47
TXN015655,POL08352,PRG022,TRT011,New Business,2026-06-24,470565.08
TXN015656,POL02782,PRG017,TRT075,Adjustment,2026-03-12,166784.26
TXN015657,POL03569,PRG008,TRT025,New Business,2026-06-24,137268.4
TXN015658,POL07722,PRG010,TRT004,Adjustment,2026-01-07,32508.69
TXN015659,POL05890,PRG016,TRT021,Adjustment,2026-08-01,23433.94
TXN015660,POL04920,PRG015,TRT059,Renewal,2026-02-12,489061.72
TXN015661,POL06416,PRG022,TRT078,New Business,2026-02-08,151228.24
TXN015662,POL03794,PRG016,TRT060,New Business,2026-06-27,42842.21
TXN015663,POL02544,PRG019,TRT025,Renewal,2026-02-10,184708.55
TXN015664,POL05467,PRG016,TRT034,Adjustment,2026-01-08,456958.03
TXN015665,POL05844,PRG011,TRT032,New Business,2026-02-24,433163.69
TXN015666,POL00506,PRG017,TRT057,Renewal,2026-04-20,119481.63
TXN015667,POL09208,PRG024,TRT035,Adjustment,2026-08-18,259935.03
TXN015668,POL05693,PRG004,TRT067,New Business,2026-07-28,252087.07
TXN015669,POL01756,PRG004,TRT091,Adjustment,2026-03-23,50564.91
TXN015670,POL00221,PRG023,TRT096,Renewal,2026-08-25,389590.89
TXN015671,POL06658,PRG003,TRT076,Renewal,2026-05-12,59521.34
TXN015672,POL09467,PRG010,TRT016,New Business,2026-01-25,84559.69
TXN015673,POL09685,PRG020,TRT055,Renewal,2026-03-10,163547.5
TXN015674,POL04671,PRG020,TRT045,New Business,2026-04-19,90756.53
TXN015675,POL01633,PRG022,TRT042,Renewal,2026-04-06,372369.93
TXN015676,POL08101,PRG017,TRT003,Adjustment,2026-07-19,398547.87
TXN015677,POL07986,PRG007,TRT056,New Business,2026-06-23,140287.6
TXN015678,POL01591,PRG010,TRT044,Adjustment,2026-08-13,419798.93
TXN015679,POL01207,PRG017,TRT069,Adjustment,2026-05-26,311553.62
TXN015680,POL08516,PRG006,TRT079,New Business,2026-08-05,271340.95
TXN015681,POL09621,PRG007,TRT032,New Business,2026-03-18,268026.91
TXN015682,POL06720,PRG009,TRT069,Renewal,2026-07-19,297996.37
TXN015683,POL02574,PRG024,TRT031,Adjustment,2026-04-12,401837.9
TXN015684,POL09030,PRG024,TRT047,Adjustment,2026-01-05,423100.02
TXN015685,POL07308,PRG008,TRT006,Renewal,2026-04-12,93645.3
TXN015686,POL03038,PRG021,TRT048,Adjustment,2026-05-22,310693.35
TXN015687,POL03291,PRG018,TRT022,Adjustment,2026-01-16,50215.78
TXN015688,POL03204,PRG007,TRT009,New Business,2026-01-03,181520.95
TXN015689,POL09940,PRG008,TRT060,Adjustment,2026-03-30,474738.01
TXN015690,POL07265,PRG021,TRT036,Renewal,2026-08-06,7251.82
TXN015691,POL04285,PRG017,TRT036,New Business,2026-02-13,253674.35
TXN015692,POL07596,PRG018,TRT007,New Business,2026-07-13,391771.23
TXN015693,POL08631,PRG013,TRT050,New Business,2026-03-30,79782.28
TXN015694,POL04141,PRG018,TRT072,Renewal,2026-08-21,366132.86
TXN015695,POL03322,PRG025,TRT069,Renewal,2026-01-07,63609.67
TXN015696,POL04151,PRG014,TRT017,New Business,2026-02-09,334956.8
TXN015697,POL03427,PRG011,TRT068,Adjustment,2026-06-04,250755.37
TXN015698,POL03549,PRG011,TRT050,Adjustment,2026-08-03,243091.96
TXN015699,POL07613,PRG006,TRT027,Renewal,2026-01-01,362249.96
TXN015700,POL03022,PRG002,TRT088,Adjustment,2026-02-13,105243.67
TXN015701,POL04720,PRG019,TRT031,New Business,2026-02-04,372330.26
TXN015702,POL08583,PRG003,TRT096,Renewal,2026-08-17,318608.43
TXN015703,POL05088,PRG004,TRT087,Renewal,2026-06-28,97467.67
TXN015704,POL04722,PRG014,TRT026,New Business,2026-02-14,262678.16
TXN015705,POL08444,PRG024,TRT042,Adjustment,2026-04-23,291431.64
TXN015706,POL07424,PRG016,TRT014,Adjustment,2026-05-02,395382.44
TXN015707,POL08769,PRG021,TRT008,Renewal,2026-05-13,300695.04
TXN015708,POL01106,PRG019,TRT096,Renewal,2026-04-14,183009.27
TXN015709,POL05136,PRG008,TRT086,Adjustment,2026-05-29,133135.02
TXN015710,POL06545,PRG018,TRT088,New Business,2026-02-22,489798.41
TXN015711,POL04753,PRG023,TRT011,Adjustment,2026-06-19,332559.39
TXN015712,POL09396,PRG010,TRT003,Renewal,2026-03-03,101093.08
TXN015713,POL00004,PRG010,TRT059,New Business,2026-01-10,67581.26
TXN015714,POL01974,PRG013,TRT037,New Business,2026-04-02,256429.83
TXN015715,POL00450,PRG018,TRT057,New Business,2026-05-25,58299.09
TXN015716,POL08812,PRG008,TRT049,Renewal,2026-02-19,93006.41
TXN015717,POL05492,PRG003,TRT052,Renewal,2026-04-06,458432.45
TXN015718,POL05541,PRG005,TRT004,New Business,2026-07-25,316460.15
TXN015719,POL01242,PRG001,TRT073,Adjustment,2026-01-13,359838.93
TXN015720,POL08563,PRG024,TRT005,Adjustment,2026-02-12,240524.54
TXN015721,POL04686,PRG001,TRT029,New Business,2026-02-19,246130.65
TXN015722,POL03745,PRG013,TRT083,New Business,2026-02-02,367455.51
TXN015723,POL02115,PRG003,TRT036,Adjustment,2026-08-11,242571.75
TXN015724,POL02709,PRG011,TRT015,New Business,2026-02-08,165394.67
TXN015725,POL06698,PRG021,TRT060,Adjustment,2026-08-15,364408.24
TXN015726,POL04503,PRG015,TRT093,Adjustment,2026-04-20,387499.68
TXN015727,POL02735,PRG012,TRT007,Adjustment,2026-02-02,395591.72
TXN015728,POL00197,PRG024,TRT039,Adjustment,2026-06-20,498222.04
TXN015729,POL07837,PRG023,TRT034,Renewal,2026-06-10,214101.81
TXN015730,POL04135,PRG001,TRT049,Adjustment,2026-04-05,485749.51
TXN015731,POL02236,PRG015,TRT017,New Business,2026-03-26,492856.76
TXN015732,POL04679,PRG019,TRT033,Renewal,2026-07-17,338912.97
TXN015733,POL09133,PRG016,TRT049,Renewal,2026-07-31,259725.52
TXN015734,POL09521,PRG018,TRT001,New Business,2026-07-05,312076.69
TXN015735,POL00427,PRG024,TRT032,Adjustment,2026-07-30,88342.83
TXN015736,POL00280,PRG024,TRT070,Adjustment,2026-08-28,498261.57
TXN015737,POL07080,PRG011,TRT004,Renewal,2026-03-01,208108.41
TXN015738,POL09979,PRG005,TRT100,Adjustment,2026-05-13,207742.64
TXN015739,POL02377,PRG002,TRT035,Renewal,2026-04-04,113572.5
TXN015740,POL00554,PRG018,TRT081,Adjustment,2026-08-22,200982.35
TXN015741,POL05378,PRG015,TRT030,Renewal,2026-05-14,144877.79
TXN015742,POL05724,PRG011,TRT060,New Business,2026-02-18,367209.96
TXN015743,POL00187,PRG006,TRT015,Renewal,2026-01-23,162781.08
TXN015744,POL05256,PRG014,TRT022,Adjustment,2026-03-12,313169.34
TXN015745,POL01846,PRG010,TRT020,Renewal,2026-06-05,173743.34
TXN015746,POL01291,PRG008,TRT053,Renewal,2026-01-19,448465.64
TXN015747,POL09786,PRG025,TRT031,New Business,2026-01-09,449354.42
TXN015748,POL04802,PRG012,TRT001,Renewal,2026-01-13,57876.47
TXN015749,POL00066,PRG001,TRT071,New Business,2026-07-22,379699.28
TXN015750,POL05006,PRG021,TRT077,Adjustment,2026-03-01,146253.2
TXN015751,POL05563,PRG022,TRT097,Adjustment,2026-07-18,385561.45
TXN015752,POL01361,PRG010,TRT035,New Business,2026-08-09,250006.95
TXN015753,POL08984,PRG006,TRT053,Renewal,2026-02-07,455751.61
TXN015754,POL02086,PRG024,TRT060,Adjustment,2026-08-07,420688.57
TXN015755,POL07965,PRG025,TRT085,New Business,2026-02-21,358187.51
TXN015756,POL05724,PRG011,TRT060,Adjustment,2026-01-31,200809.02
TXN015757,POL03455,PRG013,TRT051,Renewal,2026-06-24,398646.75
TXN015758,POL04835,PRG002,TRT074,New Business,2026-03-02,499318.55
TXN015759,POL04893,PRG013,TRT059,Renewal,2026-04-29,17523.79
TXN015760,POL09606,PRG015,TRT021,Renewal,2026-07-23,145430.52
TXN015761,POL03467,PRG017,TRT072,Adjustment,2026-05-19,389898.55
TXN015762,POL03265,PRG015,TRT046,New Business,2026-06-15,243042.51
TXN015763,POL08804,PRG012,TRT019,Renewal,2026-08-08,110325.55
TXN015764,POL05936,PRG007,TRT060,Adjustment,2026-03-03,115247.3
TXN015765,POL07051,PRG021,TRT090,New Business,2026-03-26,437936.45
TXN015766,POL09609,PRG016,TRT059,Renewal,2026-07-18,201160.01
TXN015767,POL09427,PRG003,TRT054,Renewal,2026-02-12,13671.15
TXN015768,POL01526,PRG023,TRT056,Renewal,2026-03-30,407943.79
TXN015769,POL01587,PRG015,TRT066,Renewal,2026-05-09,7149.54
TXN015770,POL02167,PRG016,TRT060,Renewal,2026-03-23,147265.47
TXN015771,POL02432,PRG005,TRT017,Adjustment,2026-01-06,478115.2
TXN015772,POL05574,PRG024,TRT068,Renewal,2026-07-11,16087.04
TXN015773,POL00159,PRG001,TRT082,New Business,2026-01-16,295767.22
TXN015774,POL06743,PRG019,TRT057,Renewal,2026-01-30,54648.89
TXN015775,POL08635,PRG006,TRT014,Renewal,2026-05-09,356910.56
TXN015776,POL03130,PRG006,TRT100,Adjustment,2026-04-30,437610.84
TXN015777,POL04327,PRG011,TRT056,Adjustment,2026-01-04,368789.21
TXN015778,POL03371,PRG010,TRT094,Adjustment,2026-04-17,333153.37
TXN015779,POL06895,PRG005,TRT081,Renewal,2026-01-31,101694.12
TXN015780,POL01759,PRG002,TRT066,Renewal,2026-04-06,482353.65
TXN015781,POL04021,PRG024,TRT020,Renewal,2026-05-11,410375.48
TXN015782,POL07634,PRG015,TRT055,Adjustment,2026-04-28,8291.4
TXN015783,POL04279,PRG006,TRT028,Adjustment,2026-07-28,441400.69
TXN015784,POL03960,PRG006,TRT085,New Business,2026-04-28,208084.61
TXN015785,POL01633,PRG022,TRT042,Renewal,2026-01-24,26723.22
TXN015786,POL04727,PRG023,TRT051,Adjustment,2026-05-04,166758.82
TXN015787,POL01144,PRG024,TRT006,Renewal,2026-07-19,20607.91
TXN015788,POL08655,PRG025,TRT021,Adjustment,2026-07-29,243960.27
TXN015789,POL08327,PRG005,TRT056,New Business,2026-08-12,67957.66
TXN015790,POL01605,PRG017,TRT020,Renewal,2026-06-15,359859.47
TXN015791,POL04842,PRG001,TRT083,Adjustment,2026-02-05,23543.1
TXN015792,POL08603,PRG012,TRT097,New Business,2026-08-21,270425.08
TXN015793,POL09903,PRG012,TRT047,Adjustment,2026-08-27,107656.58
TXN015794,POL06850,PRG020,TRT019,Renewal,2026-04-17,362819.98
TXN015795,POL07983,PRG016,TRT023,New Business,2026-07-08,466938.75
TXN015796,POL05680,PRG013,TRT010,New Business,2026-03-23,466010.3
TXN015797,POL04715,PRG013,TRT009,Renewal,2026-08-18,222670.86
TXN015798,POL00033,PRG010,TRT093,Renewal,2026-07-20,31267.99
TXN015799,POL08046,PRG013,TRT074,New Business,2026-07-07,233309.11
TXN015800,POL03465,PRG020,TRT068,New Business,2026-08-26,29597.26
TXN015801,POL06823,PRG001,TRT063,Renewal,2026-08-05,477682.09
TXN015802,POL01105,PRG020,TRT050,New Business,2026-08-03,60118.7
TXN015803,POL05863,PRG018,TRT002,Adjustment,2026-06-17,320166.61
TXN015804,POL09923,PRG003,TRT008,New Business,2026-03-24,386341.96
TXN015805,POL08470,PRG002,TRT091,Renewal,2026-08-23,235765.77
TXN015806,POL08429,PRG012,TRT076,Adjustment,2026-08-01,49086.69
TXN015807,POL05504,PRG022,TRT045,New Business,2026-07-25,18055.21
TXN015808,POL00302,PRG007,TRT060,New Business,2026-08-25,18088.98
TXN015809,POL03609,PRG019,TRT069,Renewal,2026-08-25,406924.39
TXN015810,POL08066,PRG004,TRT023,Renewal,2026-07-16,196947.26
TXN015811,POL06475,PRG006,TRT072,Adjustment,2026-05-25,494796.03
TXN015812,POL03503,PRG025,TRT077,Renewal,2026-04-12,52841.96
TXN015813,POL09496,PRG003,TRT024,Renewal,2026-04-14,320679.51
TXN015814,POL02443,PRG023,TRT092,Adjustment,2026-03-10,499817.82
TXN015815,POL08320,PRG020,TRT013,New Business,2026-05-05,447314.03
TXN015816,POL02085,PRG008,TRT080,Renewal,2026-07-17,280313.26
TXN015817,POL04764,PRG008,TRT055,New Business,2026-03-14,286995.01
TXN015818,POL01823,PRG008,TRT025,New Business,2026-02-22,149822.1
TXN015819,POL04398,PRG024,TRT096,New Business,2026-05-28,152632.05
TXN015820,POL06265,PRG021,TRT084,Renewal,2026-06-21,24181.09
TXN015821,POL00264,PRG019,TRT032,Renewal,2026-07-05,216984.74
TXN015822,POL06620,PRG020,TRT099,New Business,2026-08-19,429425.07
TXN015823,POL04964,PRG023,TRT097,New Business,2026-07-11,103988.63
TXN015824,POL05195,PRG011,TRT090,Renewal,2026-02-05,432129.41
TXN015825,POL08548,PRG020,TRT085,Renewal,2026-04-14,189499.91
TXN015826,POL03514,PRG013,TRT073,Renewal,2026-05-20,363270.31
TXN015827,POL02823,PRG024,TRT098,New Business,2026-02-06,29820.99
TXN015828,POL02530,PRG020,TRT018,Adjustment,2026-01-22,10131.51
TXN015829,POL06275,PRG014,TRT038,New Business,2026-07-24,215223.97
TXN015830,POL02539,PRG013,TRT005,Renewal,2026-05-10,157703.04
TXN015831,POL04640,PRG004,TRT100,Adjustment,2026-02-10,124750.19
TXN015832,POL06050,PRG023,TRT025,Renewal,2026-01-04,480407.11
TXN015833,POL06956,PRG004,TRT087,Adjustment,2026-01-26,309109.43
TXN015834,POL05011,PRG021,TRT033,Adjustment,2026-04-03,237261.73
TXN015835,POL07857,PRG019,TRT058,Renewal,2026-06-04,473782.67
TXN015836,POL04707,PRG004,TRT009,Renewal,2026-02-17,490788.53
TXN015837,POL04325,PRG018,TRT067,Adjustment,2026-04-07,199390.29
TXN015838,POL03580,PRG016,TRT038,Renewal,2026-04-21,20378.8
TXN015839,POL02055,PRG003,TRT009,Adjustment,2026-06-21,358629.02
TXN015840,POL08281,PRG024,TRT053,Adjustment,2026-04-24,300153.07
TXN015841,POL00337,PRG018,TRT100,Renewal,2026-03-18,195368.3
TXN015842,POL04278,PRG022,TRT093,New Business,2026-08-03,176954.87
TXN015843,POL09084,PRG020,TRT008,New Business,2026-07-10,435543.45
TXN015844,POL05103,PRG022,TRT065,New Business,2026-06-23,77116.72
TXN015845,POL07406,PRG017,TRT076,Adjustment,2026-08-08,227777.44
TXN015846,POL07792,PRG025,TRT027,New Business,2026-06-09,208171.81
TXN015847,POL08462,PRG007,TRT027,New Business,2026-02-19,314311.21
TXN015848,POL03860,PRG002,TRT022,Adjustment,2026-07-01,497510.19
TXN015849,POL03918,PRG016,TRT013,New Business,2026-06-13,321748.12
TXN015850,POL07413,PRG001,TRT046,New Business,2026-07-26,429898.03
TXN015851,POL07186,PRG017,TRT087,Renewal,2026-03-18,233286.61
TXN015852,POL02593,PRG012,TRT096,New Business,2026-04-20,363267.25
TXN015853,POL00402,PRG006,TRT040,Renewal,2026-07-18,474540.81
TXN015854,POL00358,PRG006,TRT058,Renewal,2026-02-19,393527.03
TXN015855,POL04619,PRG003,TRT097,New Business,2026-04-14,259198.6
TXN015856,POL00691,PRG001,TRT099,Adjustment,2026-06-01,151604.34
TXN015857,POL07846,PRG009,TRT054,Adjustment,2026-04-17,430196.73
TXN015858,POL00922,PRG017,TRT061,Adjustment,2026-04-10,499278.63
TXN015859,POL03769,PRG005,TRT075,New Business,2026-05-06,66880.79
TXN015860,POL08766,PRG024,TRT087,Renewal,2026-03-09,306226.15
TXN015861,POL02352,PRG019,TRT073,Renewal,2026-07-13,334802.53
TXN015862,POL03466,PRG011,TRT052,Renewal,2026-08-23,292140.96
TXN015863,POL08246,PRG012,TRT098,Renewal,2026-01-14,209693.4
TXN015864,POL00272,PRG006,TRT035,Adjustment,2026-01-19,366431.83
TXN015865,POL09101,PRG001,TRT028,Renewal,2026-03-25,5205.1
TXN015866,POL01453,PRG018,TRT044,Adjustment,2026-03-29,243077.95
TXN015867,POL08554,PRG004,TRT015,New Business,2026-02-21,446036.1
TXN015868,POL00707,PRG005,TRT020,Adjustment,2026-01-11,448684.63
TXN015869,POL04832,PRG010,TRT078,Renewal,2026-08-11,214300.85
TXN015870,POL09249,PRG007,TRT079,Renewal,2026-01-15,458966.79
TXN015871,POL08190,PRG013,TRT055,Renewal,2026-06-16,459019.24
TXN015872,POL06093,PRG001,TRT045,New Business,2026-04-05,284621.08
TXN015873,POL06107,PRG017,TRT004,Adjustment,2026-08-29,268567.02
TXN015874,POL00102,PRG004,TRT008,Adjustment,2026-07-18,434548.69
TXN015875,POL09901,PRG016,TRT097,Renewal,2026-05-04,83454.03
TXN015876,POL05095,PRG015,TRT028,New Business,2026-05-27,438097.91
TXN015877,POL00031,PRG022,TRT010,Renewal,2026-06-29,70051.53
TXN015878,POL06453,PRG007,TRT045,Adjustment,2026-02-23,304935.73
TXN015879,POL09729,PRG009,TRT054,New Business,2026-01-09,13784.4
TXN015880,POL00050,PRG008,TRT070,Renewal,2026-08-15,47265.86
TXN015881,POL08424,PRG014,TRT068,Renewal,2026-03-12,358678.98
TXN015882,POL09545,PRG024,TRT037,Adjustment,2026-07-08,182990.33
TXN015883,POL09778,PRG011,TRT012,New Business,2026-06-28,297508.98
TXN015884,POL03291,PRG018,TRT022,Adjustment,2026-04-27,229852.26
TXN015885,POL02162,PRG019,TRT056,New Business,2026-08-13,107918.74
TXN015886,POL08138,PRG010,TRT021,New Business,2026-04-11,400142.32
TXN015887,POL01602,PRG008,TRT001,New Business,2026-08-13,119189.95
TXN015888,POL03884,PRG013,TRT055,Renewal,2026-05-06,160796.8
TXN015889,POL06875,PRG011,TRT091,Renewal,2026-06-23,266950.78
TXN015890,POL01705,PRG003,TRT076,New Business,2026-05-03,19561.63
TXN015891,POL05630,PRG018,TRT085,Adjustment,2026-03-18,388066.47
TXN015892,POL00879,PRG019,TRT014,New Business,2026-06-08,42365.29
TXN015893,POL02878,PRG005,TRT087,Adjustment,2026-02-25,399553.17
TXN015894,POL09588,PRG022,TRT100,New Business,2026-08-28,315421.82
TXN015895,POL09178,PRG007,TRT008,Renewal,2026-08-16,415890.0
TXN015896,POL06129,PRG011,TRT036,Adjustment,2026-04-11,457703.07
TXN015897,POL01494,PRG002,TRT046,Renewal,2026-08-06,14723.09
TXN015898,POL07236,PRG007,TRT012,Renewal,2026-04-19,34733.91
TXN015899,POL02815,PRG008,TRT025,New Business,2026-05-25,328102.02
TXN015900,POL07835,PRG017,TRT009,Renewal,2026-03-31,45172.57
TXN015901,POL06535,PRG018,TRT090,Renewal,2026-08-22,155615.47
TXN015902,POL04814,PRG019,TRT017,New Business,2026-06-16,397472.36
TXN015903,POL00629,PRG011,TRT003,New Business,2026-02-10,473972.46
TXN015904,POL09906,PRG005,TRT019,New Business,2026-06-16,97964.64
TXN015905,POL09777,PRG006,TRT055,Renewal,2026-01-19,183073.68
TXN015906,POL03379,PRG006,TRT029,New Business,2026-08-08,266498.78
TXN015907,POL05786,PRG014,TRT078,New Business,2026-06-02,241060.93
TXN015908,POL07962,PRG005,TRT076,New Business,2026-02-11,90382.22
TXN015909,POL03902,PRG007,TRT035,Renewal,2026-06-13,387952.44
TXN015910,POL07248,PRG020,TRT088,Adjustment,2026-08-25,389489.5
TXN015911,POL09897,PRG014,TRT075,Adjustment,2026-07-19,351188.14
TXN015912,POL02195,PRG005,TRT006,New Business,2026-07-01,55446.27
TXN015913,POL09137,PRG017,TRT078,Adjustment,2026-03-02,337723.18
TXN015914,POL04411,PRG013,TRT074,New Business,2026-07-25,491557.32
TXN015915,POL04921,PRG019,TRT064,New Business,2026-07-15,86314.96
