Claim_ID,Policy_ID,Program_ID,Treaty_ID,Claim_Date,Claim_Status,Claim_Amount
CLM007459,POL06301,PRG015,TRT084,2026-01-15,Pending,274595.74
CLM007460,POL00736,PRG011,TRT033,2026-03-26,Closed,205949.91
CLM007461,POL05930,PRG009,TRT030,2026-01-22,Closed,123750.59
CLM007462,POL04342,PRG007,TRT035,2026-04-04,Pending,75900.15
CLM007463,POL04564,PRG023,TRT093,2026-07-01,Closed,15207.29
CLM007464,POL04287,PRG012,TRT018,2026-01-10,Closed,245186.01
CLM007465,POL09704,PRG012,TRT067,2026-08-17,Open,284184.27
CLM007466,POL03329,PRG025,TRT061,2026-07-31,Pending,92666.8
CLM007467,POL07965,PRG025,TRT085,2026-03-26,Closed,57793.72
CLM007468,POL01707,PRG011,TRT072,2026-07-16,Closed,123921.71
CLM007469,POL05563,PRG022,TRT097,2026-02-24,Closed,12447.21
CLM007470,POL03401,PRG005,TRT039,2026-03-24,Pending,164068.5
CLM007471,POL09813,PRG015,TRT094,2026-05-04,Pending,247177.1
CLM007472,POL05091,PRG020,TRT074,2026-08-02,Open,236226.71
CLM007473,POL07991,PRG006,TRT038,2026-01-12,Pending,56895.31
CLM007474,POL06939,PRG009,TRT020,2026-05-07,Open,284459.59
CLM007475,POL03867,PRG002,TRT076,2026-04-11,Pending,237243.25
CLM007476,POL06864,PRG005,TRT021,2026-05-18,Open,87613.15
CLM007477,POL03807,PRG004,TRT067,2026-04-21,Closed,99364.25
CLM007478,POL08950,PRG022,TRT014,2026-03-07,Pending,299657.79
CLM007479,POL03143,PRG016,TRT066,2026-01-12,Closed,270312.17
CLM007480,POL05876,PRG006,TRT047,2026-04-17,Closed,38567.15
CLM007481,POL08107,PRG018,TRT021,2026-03-09,Closed,228493.74
CLM007482,POL09069,PRG019,TRT014,2026-06-12,Pending,231276.26
CLM007483,POL07468,PRG010,TRT006,2026-03-03,Open,179921.99
CLM007484,POL06299,PRG021,TRT009,2026-08-04,Closed,199593.25
CLM007485,POL07101,PRG025,TRT016,2026-04-04,Closed,25248.7
CLM007486,POL09679,PRG001,TRT013,2026-08-14,Open,256082.62
CLM007487,POL02627,PRG008,TRT033,2026-03-21,Closed,129250.05
CLM007488,POL04518,PRG008,TRT025,2026-06-30,Pending,75407.14
CLM007489,POL08144,PRG008,TRT043,2026-03-16,Pending,216721.27
CLM007490,POL00019,PRG020,TRT021,2026-04-06,Closed,148455.77
CLM007491,POL05891,PRG018,TRT094,2026-05-09,Closed,173921.08
CLM007492,POL07957,PRG001,TRT064,2026-05-14,Open,181585.25
CLM007493,POL05102,PRG015,TRT050,2026-04-27,Pending,171332.31
CLM007494,POL09274,PRG014,TRT051,2026-07-08,Open,118300.54
CLM007495,POL08393,PRG004,TRT043,2026-06-30,Pending,218008.68
CLM007496,POL01126,PRG018,TRT098,2026-02-13,Pending,25542.14
CLM007497,POL07090,PRG009,TRT050,2026-01-02,Closed,35586.69
CLM007498,POL01556,PRG013,TRT097,2026-04-08,Closed,137501.22
CLM007499,POL05225,PRG016,TRT083,2026-06-04,Open,170748.83
CLM007500,POL05392,PRG011,TRT087,2026-08-04,Open,26264.59
CLM007501,POL03309,PRG014,TRT050,2026-03-19,Closed,236550.28
CLM007502,POL07798,PRG019,TRT044,2026-02-16,Pending,243036.7
CLM007503,POL09068,PRG018,TRT061,2026-03-31,Closed,233827.02
CLM007504,POL08151,PRG025,TRT023,2026-07-06,Closed,107585.42
CLM007505,POL01615,PRG012,TRT074,2026-02-23,Closed,34582.77
CLM007506,POL00747,PRG017,TRT080,2026-07-11,Closed,152312.1
CLM007507,POL01132,PRG023,TRT058,2026-08-01,Pending,162106.73
CLM007508,POL05743,PRG015,TRT070,2026-02-17,Pending,88711.0
CLM007509,POL04862,PRG001,TRT006,2026-01-18,Pending,249516.86
CLM007510,POL05226,PRG025,TRT048,2026-05-15,Closed,208003.13
CLM007511,POL02753,PRG016,TRT094,2026-03-29,Pending,118320.09
CLM007512,POL09310,PRG011,TRT009,2026-01-04,Closed,244874.0
CLM007513,POL08140,PRG007,TRT040,2026-04-30,Open,59321.18
CLM007514,POL04442,PRG025,TRT012,2026-07-28,Open,144977.64
CLM007515,POL04369,PRG012,TRT060,2026-08-25,Closed,137809.26
CLM007516,POL03727,PRG003,TRT064,2026-08-12,Pending,55435.72
CLM007517,POL02589,PRG019,TRT070,2026-02-08,Pending,247721.05
CLM007518,POL05908,PRG021,TRT096,2026-01-23,Open,24057.0
CLM007519,POL08789,PRG008,TRT029,2026-03-28,Open,160554.44
CLM007520,POL00572,PRG016,TRT037,2026-04-03,Pending,232694.29
CLM007521,POL05901,PRG018,TRT087,2026-04-22,Open,271126.79
CLM007522,POL02207,PRG012,TRT055,2026-06-19,Closed,265742.06
CLM007523,POL04430,PRG014,TRT035,2026-03-18,Pending,62640.81
CLM007524,POL01319,PRG011,TRT040,2026-05-09,Closed,203371.85
CLM007525,POL08747,PRG020,TRT054,2026-07-13,Closed,228057.1
CLM007526,POL09920,PRG014,TRT058,2026-01-07,Closed,211806.02
CLM007527,POL05789,PRG006,TRT082,2026-03-01,Pending,260386.27
CLM007528,POL05987,PRG012,TRT093,2026-04-01,Pending,142206.36
CLM007529,POL05318,PRG006,TRT063,2026-01-08,Open,71101.21
CLM007530,POL04465,PRG024,TRT049,2026-06-27,Closed,106025.57
CLM007531,POL02301,PRG024,TRT070,2026-02-09,Closed,245906.48
CLM007532,POL03379,PRG006,TRT029,2026-04-30,Closed,229974.25
CLM007533,POL05527,PRG009,TRT028,2026-01-14,Pending,129690.58
CLM007534,POL04335,PRG009,TRT028,2026-08-29,Open,161692.58
CLM007535,POL05111,PRG009,TRT026,2026-08-02,Pending,138619.27
CLM007536,POL03687,PRG017,TRT091,2026-08-01,Pending,299161.95
CLM007537,POL05389,PRG005,TRT078,2026-08-04,Closed,113449.46
CLM007538,POL04473,PRG007,TRT079,2026-04-08,Pending,219330.5
CLM007539,POL08971,PRG020,TRT007,2026-04-30,Pending,193463.19
CLM007540,POL03785,PRG025,TRT060,2026-05-09,Closed,290721.51
CLM007541,POL05584,PRG018,TRT058,2026-08-04,Closed,25042.45
CLM007542,POL09391,PRG021,TRT086,2026-06-26,Closed,127916.66
CLM007543,POL04604,PRG013,TRT015,2026-02-20,Closed,291911.57
CLM007544,POL09030,PRG024,TRT047,2026-07-15,Pending,231730.31
CLM007545,POL08838,PRG021,TRT064,2026-07-13,Pending,268943.84
CLM007546,POL00448,PRG002,TRT096,2026-04-10,Closed,160917.49
CLM007547,POL06634,PRG001,TRT050,2026-07-20,Pending,180247.46
CLM007548,POL04344,PRG011,TRT090,2026-06-18,Open,137510.3
CLM007549,POL04155,PRG012,TRT053,2026-01-30,Pending,218901.53
CLM007550,POL06343,PRG011,TRT077,2026-08-24,Pending,83253.35
CLM007551,POL00389,PRG025,TRT008,2026-07-11,Pending,184512.49
CLM007552,POL08858,PRG004,TRT007,2026-04-16,Closed,212040.57
CLM007553,POL05045,PRG002,TRT067,2026-03-15,Open,169136.25
CLM007554,POL00313,PRG021,TRT062,2026-06-06,Pending,174909.49
CLM007555,POL02987,PRG014,TRT043,2026-06-08,Closed,94276.61
CLM007556,POL06504,PRG019,TRT006,2026-07-02,Open,174690.15
CLM007557,POL07498,PRG003,TRT029,2026-06-01,Closed,246841.38
CLM007558,POL04045,PRG006,TRT056,2026-03-24,Closed,118899.61
CLM007559,POL09518,PRG019,TRT069,2026-07-21,Open,117773.98
CLM007560,POL01976,PRG003,TRT051,2026-02-25,Open,163459.1
CLM007561,POL02957,PRG023,TRT011,2026-01-14,Pending,4277.92
CLM007562,POL00208,PRG017,TRT033,2026-08-13,Closed,231515.85
CLM007563,POL06357,PRG006,TRT073,2026-06-26,Open,293392.6
CLM007564,POL00411,PRG025,TRT039,2026-03-28,Open,28246.71
CLM007565,POL01233,PRG017,TRT092,2026-07-10,Pending,228753.66
CLM007566,POL07515,PRG019,TRT083,2026-01-26,Open,90683.0
CLM007567,POL02599,PRG013,TRT067,2026-04-05,Open,242236.97
CLM007568,POL05989,PRG012,TRT070,2026-03-17,Open,156307.71
CLM007569,POL04105,PRG025,TRT034,2026-07-15,Open,291009.91
CLM007570,POL00510,PRG018,TRT053,2026-08-10,Pending,270960.03
CLM007571,POL00910,PRG011,TRT061,2026-02-23,Pending,163253.85
CLM007572,POL00924,PRG013,TRT045,2026-03-12,Open,43950.57
CLM007573,POL08167,PRG021,TRT060,2026-02-06,Pending,92497.71
CLM007574,POL08113,PRG003,TRT033,2026-07-04,Open,203314.31
CLM007575,POL08921,PRG018,TRT091,2026-05-29,Open,66968.56
CLM007576,POL05021,PRG024,TRT077,2026-08-15,Open,210003.93
CLM007577,POL09146,PRG023,TRT023,2026-02-01,Open,81305.64
CLM007578,POL00332,PRG017,TRT006,2026-01-05,Open,21012.91
CLM007579,POL05495,PRG014,TRT014,2026-05-18,Pending,212349.77
CLM007580,POL00696,PRG007,TRT069,2026-05-31,Open,128628.83
CLM007581,POL05941,PRG001,TRT045,2026-07-20,Open,263134.34
CLM007582,POL09652,PRG017,TRT033,2026-03-30,Open,111856.27
CLM007583,POL05988,PRG010,TRT048,2026-02-13,Closed,271957.58
CLM007584,POL06686,PRG011,TRT085,2026-07-15,Closed,113448.21
CLM007585,POL01188,PRG011,TRT078,2026-08-29,Closed,125626.78
CLM007586,POL04489,PRG019,TRT043,2026-04-24,Open,159565.31
CLM007587,POL01454,PRG009,TRT096,2026-07-13,Open,186817.64
CLM007588,POL02642,PRG024,TRT004,2026-02-08,Pending,197217.11
CLM007589,POL04630,PRG017,TRT039,2026-02-22,Open,257658.62
CLM007590,POL06586,PRG022,TRT069,2026-06-18,Open,164636.1
CLM007591,POL08019,PRG016,TRT095,2026-08-29,Closed,238417.96
CLM007592,POL06084,PRG017,TRT094,2026-06-26,Open,191319.6
CLM007593,POL06513,PRG013,TRT005,2026-02-11,Open,105345.88
CLM007594,POL01853,PRG009,TRT071,2026-07-16,Closed,232709.99
CLM007595,POL02941,PRG008,TRT052,2026-04-05,Pending,269514.39
CLM007596,POL09070,PRG022,TRT094,2026-06-07,Open,252291.89
CLM007597,POL08266,PRG021,TRT025,2026-05-18,Pending,172217.82
CLM007598,POL07257,PRG011,TRT043,2026-07-28,Open,112334.35
CLM007599,POL04248,PRG010,TRT035,2026-07-15,Pending,149899.08
CLM007600,POL06777,PRG003,TRT026,2026-05-25,Pending,83175.55
CLM007601,POL07856,PRG006,TRT028,2026-06-27,Closed,92217.78
CLM007602,POL00736,PRG011,TRT033,2026-01-07,Open,12928.96
CLM007603,POL05637,PRG007,TRT022,2026-01-29,Closed,65712.96
CLM007604,POL07433,PRG012,TRT059,2026-06-27,Closed,172839.65
CLM007605,POL06642,PRG023,TRT025,2026-07-28,Open,121180.61
CLM007606,POL02094,PRG018,TRT034,2026-06-26,Closed,193235.62
CLM007607,POL09326,PRG014,TRT030,2026-07-18,Open,144356.02
CLM007608,POL05354,PRG022,TRT079,2026-06-12,Closed,267895.03
CLM007609,POL03146,PRG001,TRT027,2026-06-05,Pending,69304.63
CLM007610,POL00781,PRG015,TRT090,2026-03-02,Pending,30123.23
CLM007611,POL01979,PRG013,TRT049,2026-01-26,Closed,62129.4
CLM007612,POL06201,PRG009,TRT028,2026-04-05,Open,128113.67
CLM007613,POL09790,PRG025,TRT051,2026-05-03,Pending,70542.54
CLM007614,POL03369,PRG001,TRT071,2026-05-30,Pending,224744.75
CLM007615,POL07895,PRG002,TRT035,2026-02-09,Pending,222348.56
CLM007616,POL08055,PRG014,TRT072,2026-05-05,Open,227743.12
CLM007617,POL00944,PRG016,TRT039,2026-06-27,Pending,8163.11
CLM007618,POL08729,PRG003,TRT009,2026-01-05,Closed,281778.01
CLM007619,POL05318,PRG006,TRT063,2026-03-06,Closed,39098.74
CLM007620,POL09347,PRG007,TRT055,2026-02-10,Closed,275263.0
CLM007621,POL05820,PRG006,TRT037,2026-07-06,Closed,208306.33
CLM007622,POL02323,PRG003,TRT091,2026-05-16,Open,231362.32
CLM007623,POL02532,PRG007,TRT085,2026-05-18,Open,110868.85
CLM007624,POL01318,PRG020,TRT010,2026-08-10,Pending,199112.17
CLM007625,POL02050,PRG017,TRT004,2026-05-10,Open,121876.81
CLM007626,POL05403,PRG011,TRT042,2026-04-01,Closed,193248.65
CLM007627,POL04140,PRG025,TRT035,2026-08-05,Pending,31840.01
CLM007628,POL03023,PRG013,TRT029,2026-07-30,Closed,293851.76
CLM007629,POL09100,PRG011,TRT004,2026-08-01,Closed,59378.41
CLM007630,POL06606,PRG004,TRT004,2026-06-23,Pending,185105.59
CLM007631,POL09475,PRG001,TRT014,2026-02-14,Open,161745.53
CLM007632,POL01727,PRG003,TRT055,2026-07-05,Closed,74885.49
CLM007633,POL00532,PRG023,TRT012,2026-06-27,Closed,51223.17
CLM007634,POL02155,PRG020,TRT015,2026-08-02,Open,278160.21
CLM007635,POL09409,PRG018,TRT030,2026-07-20,Pending,121653.59
CLM007636,POL03751,PRG017,TRT075,2026-01-08,Closed,80650.69
CLM007637,POL06494,PRG014,TRT063,2026-02-25,Closed,263575.98
CLM007638,POL02274,PRG009,TRT060,2026-07-24,Open,195768.26
CLM007639,POL00810,PRG017,TRT075,2026-01-27,Open,5703.23
CLM007640,POL08049,PRG012,TRT092,2026-04-13,Pending,178227.38
CLM007641,POL09085,PRG006,TRT022,2026-04-11,Open,97179.32
CLM007642,POL03479,PRG015,TRT031,2026-06-16,Open,292824.17
CLM007643,POL06390,PRG007,TRT027,2026-01-26,Closed,152803.02
CLM007644,POL00071,PRG023,TRT026,2026-02-05,Pending,157983.57
CLM007645,POL02583,PRG020,TRT007,2026-02-21,Pending,16350.39
CLM007646,POL04777,PRG006,TRT062,2026-06-24,Closed,161253.3
CLM007647,POL02794,PRG013,TRT064,2026-03-06,Closed,298739.28
CLM007648,POL09841,PRG022,TRT017,2026-03-06,Closed,261394.29
CLM007649,POL01881,PRG024,TRT014,2026-03-08,Closed,151682.92
CLM007650,POL06855,PRG020,TRT032,2026-03-18,Pending,71661.5
CLM007651,POL00389,PRG025,TRT008,2026-04-04,Open,46648.44
CLM007652,POL08928,PRG015,TRT009,2026-07-15,Open,223090.45
CLM007653,POL01122,PRG020,TRT029,2026-04-26,Pending,205438.04
CLM007654,POL06125,PRG017,TRT001,2026-05-27,Closed,243891.21
CLM007655,POL02497,PRG002,TRT086,2026-08-19,Closed,209378.09
CLM007656,POL07383,PRG018,TRT017,2026-06-20,Closed,67232.7
CLM007657,POL05857,PRG023,TRT016,2026-05-24,Open,17956.32
CLM007658,POL01567,PRG006,TRT036,2026-08-02,Closed,83063.21
CLM007659,POL08109,PRG014,TRT065,2026-03-23,Closed,21612.53
CLM007660,POL07397,PRG019,TRT002,2026-04-15,Pending,79221.72
CLM007661,POL03424,PRG003,TRT089,2026-01-27,Open,204752.6
CLM007662,POL04467,PRG024,TRT053,2026-05-24,Closed,287779.91
CLM007663,POL00021,PRG017,TRT099,2026-01-28,Pending,128777.33
CLM007664,POL09135,PRG012,TRT086,2026-06-30,Pending,245227.34
CLM007665,POL04146,PRG005,TRT055,2026-01-30,Open,130406.67
CLM007666,POL00975,PRG009,TRT078,2026-02-10,Closed,222189.3
CLM007667,POL04078,PRG014,TRT086,2026-06-24,Closed,90029.41
CLM007668,POL01783,PRG001,TRT026,2026-05-16,Closed,111717.01
CLM007669,POL05056,PRG022,TRT021,2026-01-22,Open,295576.1
CLM007670,POL06797,PRG007,TRT066,2026-08-09,Open,216773.22
CLM007671,POL04927,PRG010,TRT094,2026-07-02,Pending,239185.46
CLM007672,POL04919,PRG003,TRT093,2026-03-20,Open,210613.37
CLM007673,POL09871,PRG020,TRT059,2026-06-08,Closed,62790.71
CLM007674,POL02588,PRG020,TRT043,2026-04-14,Closed,214907.34
CLM007675,POL03984,PRG012,TRT055,2026-04-20,Open,167370.85
CLM007676,POL03185,PRG019,TRT003,2026-03-29,Open,150520.21
CLM007677,POL02368,PRG023,TRT041,2026-01-23,Open,188469.15
CLM007678,POL06446,PRG003,TRT096,2026-04-25,Pending,3043.93
CLM007679,POL08919,PRG024,TRT055,2026-05-17,Closed,168797.59
CLM007680,POL01988,PRG009,TRT001,2026-07-05,Open,36237.8
CLM007681,POL05121,PRG006,TRT001,2026-03-06,Pending,169503.51
CLM007682,POL00125,PRG003,TRT084,2026-06-15,Closed,178612.48
CLM007683,POL09801,PRG013,TRT037,2026-03-21,Closed,214667.45
CLM007684,POL04526,PRG018,TRT030,2026-04-09,Closed,242206.5
CLM007685,POL00094,PRG012,TRT093,2026-06-23,Closed,100691.59
CLM007686,POL05294,PRG007,TRT074,2026-04-24,Closed,197785.47
CLM007687,POL01143,PRG005,TRT057,2026-03-15,Pending,228803.27
CLM007688,POL02935,PRG010,TRT064,2026-03-16,Open,277988.82
CLM007689,POL03244,PRG011,TRT087,2026-06-30,Open,7989.64
CLM007690,POL08336,PRG014,TRT025,2026-08-29,Pending,46594.55
CLM007691,POL00742,PRG022,TRT092,2026-03-13,Pending,195544.39
CLM007692,POL04870,PRG022,TRT092,2026-02-15,Pending,247766.66
CLM007693,POL04735,PRG008,TRT011,2026-06-22,Open,130533.24
CLM007694,POL09417,PRG015,TRT021,2026-08-03,Pending,141934.08
CLM007695,POL02221,PRG009,TRT024,2026-08-23,Open,5042.88
CLM007696,POL00449,PRG015,TRT051,2026-03-19,Open,65117.69
CLM007697,POL05947,PRG004,TRT051,2026-03-22,Pending,32922.69
CLM007698,POL04413,PRG007,TRT098,2026-07-25,Closed,164756.31
CLM007699,POL05122,PRG007,TRT083,2026-05-25,Pending,126815.25
CLM007700,POL02867,PRG022,TRT097,2026-06-20,Pending,194845.27
CLM007701,POL03607,PRG016,TRT020,2026-02-23,Pending,218979.49
CLM007702,POL03805,PRG009,TRT006,2026-05-09,Closed,145029.55
CLM007703,POL03238,PRG024,TRT093,2026-01-24,Pending,18524.53
CLM007704,POL06096,PRG021,TRT012,2026-02-06,Open,18014.22
CLM007705,POL07581,PRG024,TRT032,2026-04-01,Open,68120.42
CLM007706,POL03187,PRG005,TRT077,2026-05-01,Pending,212076.64
CLM007707,POL00724,PRG005,TRT003,2026-06-20,Pending,217884.56
CLM007708,POL03877,PRG012,TRT073,2026-01-15,Closed,227748.23
CLM007709,POL02654,PRG023,TRT054,2026-08-04,Pending,229723.59
CLM007710,POL04006,PRG025,TRT030,2026-05-12,Pending,225385.17
CLM007711,POL07457,PRG007,TRT088,2026-07-04,Closed,211297.01
CLM007712,POL06541,PRG003,TRT052,2026-07-24,Open,221279.08
CLM007713,POL02926,PRG013,TRT028,2026-08-11,Pending,45497.57
CLM007714,POL04174,PRG007,TRT047,2026-06-14,Open,85870.82
CLM007715,POL03123,PRG024,TRT080,2026-06-30,Open,22100.86
CLM007716,POL09798,PRG010,TRT073,2026-01-01,Open,270760.44
CLM007717,POL03705,PRG011,TRT063,2026-01-07,Pending,204435.72
CLM007718,POL03879,PRG019,TRT022,2026-06-04,Pending,51954.79
CLM007719,POL03881,PRG021,TRT017,2026-02-02,Open,183008.12
CLM007720,POL01849,PRG001,TRT033,2026-02-11,Pending,166778.13
CLM007721,POL01276,PRG018,TRT001,2026-02-20,Open,122084.09
CLM007722,POL04473,PRG007,TRT079,2026-03-30,Pending,189917.33
CLM007723,POL00993,PRG022,TRT014,2026-07-29,Open,160770.92
CLM007724,POL06659,PRG009,TRT009,2026-01-31,Pending,214503.1
CLM007725,POL07135,PRG006,TRT079,2026-08-05,Pending,210311.63
CLM007726,POL05825,PRG006,TRT068,2026-03-08,Closed,20324.21
CLM007727,POL03676,PRG022,TRT029,2026-04-23,Pending,83297.61
CLM007728,POL06348,PRG018,TRT025,2026-02-26,Pending,158137.83
CLM007729,POL06821,PRG024,TRT032,2026-06-29,Pending,74295.67
CLM007730,POL05258,PRG019,TRT066,2026-08-26,Open,280462.62
CLM007731,POL00543,PRG015,TRT004,2026-01-04,Closed,133243.37
CLM007732,POL08670,PRG016,TRT082,2026-03-25,Closed,54514.3
CLM007733,POL01623,PRG008,TRT098,2026-01-06,Open,27295.85
CLM007734,POL03950,PRG021,TRT094,2026-03-14,Open,115674.38
CLM007735,POL05940,PRG011,TRT006,2026-06-19,Pending,201480.12
CLM007736,POL09730,PRG014,TRT064,2026-03-24,Pending,182163.43
CLM007737,POL06463,PRG013,TRT044,2026-06-15,Closed,289397.98
CLM007738,POL02955,PRG019,TRT050,2026-01-16,Open,134938.41
CLM007739,POL09636,PRG022,TRT083,2026-01-29,Pending,106281.45
CLM007740,POL06494,PRG014,TRT063,2026-06-09,Pending,11440.91
CLM007741,POL09603,PRG006,TRT005,2026-02-14,Open,100255.29
CLM007742,POL03056,PRG005,TRT098,2026-06-07,Open,112559.75
CLM007743,POL00455,PRG022,TRT017,2026-08-25,Pending,180420.37
CLM007744,POL08758,PRG015,TRT020,2026-03-03,Open,61518.01
CLM007745,POL01524,PRG001,TRT010,2026-03-13,Pending,249116.97
CLM007746,POL08912,PRG018,TRT008,2026-03-04,Closed,6511.34
CLM007747,POL04089,PRG009,TRT019,2026-04-14,Open,4932.02
CLM007748,POL00949,PRG023,TRT033,2026-07-11,Closed,260232.39
CLM007749,POL00386,PRG014,TRT070,2026-01-17,Open,35588.76
CLM007750,POL04033,PRG004,TRT038,2026-05-21,Pending,278533.03
CLM007751,POL05989,PRG012,TRT070,2026-01-18,Open,287499.95
CLM007752,POL03415,PRG011,TRT054,2026-03-08,Pending,295641.87
CLM007753,POL04406,PRG014,TRT074,2026-07-06,Pending,210961.15
CLM007754,POL02696,PRG020,TRT071,2026-02-17,Closed,97473.19
CLM007755,POL07654,PRG017,TRT008,2026-03-18,Open,261229.61
CLM007756,POL04572,PRG009,TRT087,2026-07-03,Open,27975.99
CLM007757,POL01580,PRG023,TRT016,2026-08-27,Closed,139976.17
CLM007758,POL05560,PRG005,TRT006,2026-08-22,Open,158745.39
CLM007759,POL05557,PRG018,TRT002,2026-01-15,Pending,298535.96
CLM007760,POL09578,PRG023,TRT001,2026-05-29,Pending,206739.77
CLM007761,POL08557,PRG018,TRT010,2026-06-12,Closed,200517.6
CLM007762,POL02538,PRG025,TRT010,2026-07-30,Open,241876.28
CLM007763,POL07723,PRG001,TRT075,2026-02-07,Pending,180459.21
CLM007764,POL01582,PRG024,TRT031,2026-07-12,Open,3464.36
CLM007765,POL04612,PRG016,TRT086,2026-08-05,Pending,206878.58
CLM007766,POL02693,PRG008,TRT047,2026-08-27,Pending,203442.77
CLM007767,POL02904,PRG002,TRT002,2026-03-12,Open,35372.4
CLM007768,POL02240,PRG013,TRT008,2026-01-01,Pending,134753.05
CLM007769,POL04072,PRG001,TRT021,2026-03-16,Closed,144119.65
CLM007770,POL07014,PRG012,TRT071,2026-03-01,Open,291007.53
CLM007771,POL09614,PRG020,TRT091,2026-02-27,Pending,277944.14
CLM007772,POL08765,PRG002,TRT070,2026-07-12,Closed,196500.6
CLM007773,POL07693,PRG012,TRT030,2026-02-06,Pending,199524.23
CLM007774,POL00938,PRG016,TRT097,2026-01-07,Pending,228003.43
CLM007775,POL04053,PRG006,TRT067,2026-02-28,Pending,17146.61
CLM007776,POL00826,PRG025,TRT065,2026-08-23,Closed,114186.77
CLM007777,POL04004,PRG011,TRT090,2026-08-03,Closed,18749.36
CLM007778,POL06483,PRG002,TRT006,2026-02-03,Open,84749.68
CLM007779,POL06590,PRG010,TRT085,2026-02-16,Closed,178247.48
CLM007780,POL01024,PRG006,TRT086,2026-05-18,Pending,298339.23
CLM007781,POL05696,PRG023,TRT050,2026-06-13,Pending,111835.0
CLM007782,POL07801,PRG023,TRT019,2026-05-05,Open,123309.81
CLM007783,POL06127,PRG013,TRT098,2026-04-05,Closed,8100.98
CLM007784,POL00051,PRG018,TRT090,2026-04-02,Pending,293507.92
CLM007785,POL07978,PRG006,TRT086,2026-06-17,Pending,190618.02
CLM007786,POL02164,PRG020,TRT075,2026-02-27,Open,237227.14
CLM007787,POL01555,PRG001,TRT001,2026-06-23,Pending,290463.36
CLM007788,POL04829,PRG017,TRT044,2026-01-29,Open,60901.12
CLM007789,POL06583,PRG015,TRT070,2026-07-02,Open,255351.67
CLM007790,POL01375,PRG001,TRT044,2026-08-20,Closed,5507.3
CLM007791,POL03197,PRG016,TRT003,2026-04-29,Closed,231430.92
CLM007792,POL02684,PRG010,TRT060,2026-03-13,Open,273943.57
CLM007793,POL00662,PRG008,TRT047,2026-01-08,Pending,105497.45
CLM007794,POL00400,PRG009,TRT067,2026-04-10,Open,168568.33
CLM007795,POL06197,PRG020,TRT087,2026-03-05,Closed,226177.37
CLM007796,POL06780,PRG016,TRT062,2026-08-08,Pending,47678.26
CLM007797,POL05469,PRG019,TRT027,2026-05-15,Pending,18504.53
CLM007798,POL02301,PRG024,TRT070,2026-02-27,Open,256669.21
CLM007799,POL09271,PRG010,TRT078,2026-01-18,Closed,179131.26
CLM007800,POL08975,PRG010,TRT091,2026-07-02,Open,249083.08
CLM007801,POL07494,PRG008,TRT032,2026-02-17,Closed,21113.89
CLM007802,POL01207,PRG017,TRT069,2026-05-15,Open,247003.49
CLM007803,POL01892,PRG025,TRT017,2026-08-24,Closed,58791.26
CLM007804,POL08117,PRG012,TRT033,2026-02-25,Pending,55530.43
CLM007805,POL09135,PRG012,TRT086,2026-02-21,Open,49460.47
CLM007806,POL02859,PRG012,TRT076,2026-01-12,Open,212133.85
CLM007807,POL06273,PRG018,TRT069,2026-03-01,Closed,35023.12
CLM007808,POL04161,PRG014,TRT035,2026-06-30,Pending,164805.08
CLM007809,POL05269,PRG004,TRT044,2026-06-03,Closed,48982.83
CLM007810,POL00542,PRG015,TRT060,2026-07-05,Open,111298.05
CLM007811,POL01201,PRG015,TRT070,2026-05-17,Open,23689.11
CLM007812,POL08797,PRG017,TRT006,2026-07-17,Closed,223665.42
CLM007813,POL01774,PRG024,TRT044,2026-02-06,Pending,10375.9
CLM007814,POL07078,PRG010,TRT089,2026-01-02,Closed,126174.81
CLM007815,POL09063,PRG025,TRT071,2026-03-04,Pending,102343.45
CLM007816,POL08883,PRG010,TRT081,2026-03-28,Open,15489.08
CLM007817,POL01113,PRG014,TRT055,2026-08-16,Open,85258.65
CLM007818,POL07129,PRG017,TRT047,2026-01-03,Pending,144873.98
CLM007819,POL04410,PRG015,TRT015,2026-01-14,Pending,41317.92
CLM007820,POL08077,PRG001,TRT009,2026-06-23,Open,29532.07
CLM007821,POL04720,PRG019,TRT031,2026-07-28,Open,262734.16
CLM007822,POL08948,PRG006,TRT064,2026-04-12,Open,289142.76
CLM007823,POL07858,PRG004,TRT004,2026-07-18,Closed,4348.11
CLM007824,POL00894,PRG015,TRT013,2026-04-04,Pending,224353.79
CLM007825,POL00345,PRG010,TRT069,2026-01-22,Closed,51281.87
CLM007826,POL00123,PRG014,TRT020,2026-08-04,Pending,173014.78
CLM007827,POL03038,PRG021,TRT048,2026-08-04,Closed,112958.54
CLM007828,POL02903,PRG025,TRT006,2026-01-26,Pending,204602.08
CLM007829,POL01882,PRG007,TRT019,2026-08-05,Pending,33057.06
CLM007830,POL08302,PRG021,TRT096,2026-02-08,Open,169587.44
CLM007831,POL07439,PRG007,TRT078,2026-02-01,Closed,135060.2
CLM007832,POL06319,PRG017,TRT065,2026-07-18,Open,233837.19
CLM007833,POL09893,PRG025,TRT041,2026-01-15,Closed,176245.14
CLM007834,POL08469,PRG003,TRT031,2026-07-17,Open,289657.66
CLM007835,POL08674,PRG023,TRT017,2026-08-01,Pending,156530.99
CLM007836,POL03070,PRG013,TRT022,2026-04-20,Closed,192124.47
CLM007837,POL03266,PRG004,TRT047,2026-05-11,Closed,131798.91
CLM007838,POL07391,PRG007,TRT002,2026-08-19,Pending,270039.62
